,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
556,female,group D,high school,standard,none,76,87,89
557,male,group C,some college,free/reduced,completed,65,69,68
558,male,group D,master's degree,free/reduced,none,42,35,37
559,female,group B,bachelor's degree,standard,none,62,73,69
560,female,group B,associate's degree,standard,none,97,94,94
561,male,group B,associate's degree,standard,completed,92,95,87
562,female,group C,high school,free/reduced,completed,58,79,68
563,female,group B,associate's degree,free/reduced,none,60,71,69
564,female,group B,high school,free/reduced,none,44,50,54
565,female,group D,some college,standard,completed,67,68,71
566,female,group C,some high school,standard,none,70,73,77
567,female,group C,high school,standard,none,51,69,60
568,female,group C,some college,standard,completed,69,84,88
569,male,group C,associate's degree,standard,none,70,56,57
570,female,group B,some high school,free/reduced,none,49,69,61
571,female,group E,some high school,standard,completed,64,70,67
572,female,group A,high school,standard,none,66,81,82
573,female,group D,some college,standard,none,62,71,70
574,female,group C,some college,free/reduced,none,40,55,57
575,female,group C,high school,standard,completed,87,100,100
576,female,group C,associate's degree,standard,completed,55,68,66
577,male,group B,some college,standard,none,61,59,49
578,male,group E,associate's degree,standard,none,64,55,50
579,female,group C,some college,standard,completed,60,66,71
580,male,group E,bachelor's degree,free/reduced,none,40,35,29
581,male,group B,associate's degree,standard,completed,80,78,79
582,male,group C,master's degree,standard,completed,82,73,71
583,male,group D,some high school,standard,none,82,77,75
584,female,group B,some college,standard,none,60,66,69
585,female,group E,some college,standard,none,91,87,94
586,female,group C,some college,free/reduced,none,59,78,69
587,female,group D,bachelor's degree,free/reduced,completed,74,83,83
588,female,group C,bachelor's degree,standard,completed,67,84,89
589,female,group D,some college,standard,none,78,87,89
590,female,group C,high school,standard,none,54,65,63
591,female,group E,some high school,standard,none,92,90,88
592,female,group D,some high school,standard,none,81,85,79
593,female,group B,some college,free/reduced,none,38,46,47
594,female,group E,high school,free/reduced,completed,83,92,97
595,male,group C,high school,standard,completed,81,75,70
596,female,group B,associate's degree,standard,none,47,64,56
597,male,group C,some high school,free/reduced,none,50,49,49
598,male,group C,associate's degree,standard,completed,100,100,100
599,female,group C,high school,standard,completed,79,88,95
600,female,group C,high school,free/reduced,none,56,77,66
601,male,group A,some high school,standard,none,62,68,59
602,male,group B,associate's degree,standard,completed,86,77,81
603,female,group C,some college,free/reduced,none,39,48,47
604,female,group D,master's degree,standard,none,83,81,83
605,male,group B,some college,standard,completed,32,43,34
606,female,group A,master's degree,standard,completed,60,71,77
607,male,group A,bachelor's degree,standard,completed,82,85,83
608,male,group B,some high school,standard,none,77,68,66
609,female,group C,some college,standard,none,80,95,99
610,male,group B,associate's degree,standard,none,90,87,89
611,female,group C,associate's degree,free/reduced,completed,71,88,86
612,male,group D,some high school,standard,completed,64,69,65
613,male,group E,associate's degree,standard,completed,98,86,86
614,male,group C,bachelor's degree,free/reduced,none,59,55,52
615,male,group D,associate's degree,standard,none,72,71,67
616,male,group D,high school,standard,none,49,46,36
617,male,group B,high school,free/reduced,none,46,55,48
618,male,group D,some college,free/reduced,none,84,81,81
619,female,group B,some high school,standard,none,82,88,84
620,female,group E,bachelor's degree,free/reduced,none,55,68,65
621,male,group B,some high school,free/reduced,none,34,43,34
622,female,group A,high school,standard,none,42,53,53
623,male,group C,some high school,standard,none,77,60,65
624,female,group C,master's degree,free/reduced,completed,79,89,95
625,male,group B,some high school,standard,none,55,54,51
626,male,group A,some college,standard,completed,92,82,86
627,female,group C,some high school,free/reduced,completed,56,76,76
628,male,group C,bachelor's degree,standard,completed,84,88,87
629,female,group E,associate's degree,free/reduced,completed,55,62,67
630,female,group D,some high school,free/reduced,none,21,37,30
631,male,group D,associate's degree,standard,completed,96,82,91
632,male,group D,some high school,standard,none,54,44,35
633,female,group C,some college,standard,none,67,80,79
634,male,group C,some college,standard,completed,80,85,81
635,female,group D,high school,standard,none,75,79,78
636,male,group E,some college,standard,none,85,79,77
637,male,group E,high school,standard,none,96,80,79
638,male,group C,associate's degree,standard,none,71,67,62
639,female,group A,associate's degree,standard,completed,68,81,78
640,male,group E,associate's degree,standard,none,82,78,70
641,male,group E,high school,standard,none,65,47,48
642,female,group C,high school,free/reduced,none,49,55,53
643,female,group C,high school,standard,none,81,92,87
644,female,group D,some high school,free/reduced,none,44,51,58
645,female,group B,some high school,standard,completed,68,69,69
646,male,group D,master's degree,standard,completed,98,97,100
647,female,group E,some college,standard,completed,57,74,66
648,male,group C,high school,standard,completed,87,66,70
649,female,group E,associate's degree,standard,completed,100,100,100
650,male,group E,bachelor's degree,standard,none,100,91,94
651,female,group D,high school,standard,none,52,60,61
652,male,group C,some college,free/reduced,completed,52,54,59
653,female,group C,bachelor's degree,standard,completed,73,89,85
654,female,group D,some college,standard,none,79,82,81
655,female,group A,bachelor's degree,standard,none,95,99,99
656,male,group D,associate's degree,free/reduced,none,59,64,63
657,female,group A,some high school,standard,none,60,75,74
658,male,group E,associate's degree,standard,none,74,56,53
659,male,group B,associate's degree,standard,completed,99,96,92
660,female,group C,some college,free/reduced,none,38,46,51
661,male,group E,high school,free/reduced,none,60,47,42
662,male,group E,associate's degree,free/reduced,none,68,56,57
663,male,group D,some college,standard,completed,97,94,87
664,female,group C,bachelor's degree,standard,none,53,68,68
665,male,group A,master's degree,free/reduced,none,81,76,78
666,female,group C,some college,standard,none,74,70,76
667,male,group C,associate's degree,standard,none,62,65,60
668,male,group D,master's degree,free/reduced,none,44,43,37
669,female,group B,associate's degree,standard,completed,59,77,73
670,male,group C,some college,standard,completed,83,85,81
671,male,group B,associate's degree,standard,none,70,74,66
672,male,group C,some high school,free/reduced,none,41,47,39
673,male,group D,high school,free/reduced,none,62,48,50
674,male,group A,some high school,standard,none,68,66,68
675,male,group D,some college,free/reduced,none,54,53,56
676,male,group D,master's degree,free/reduced,none,68,64,65
677,male,group A,high school,free/reduced,completed,60,70,65
678,male,group B,some college,standard,none,51,52,51
679,female,group B,some high school,standard,none,76,79,76
680,male,group E,some college,standard,completed,89,92,82
681,male,group B,some high school,standard,completed,50,52,50
682,female,group C,some high school,standard,completed,68,79,83
683,male,group E,high school,free/reduced,none,87,79,73
684,female,group D,some high school,free/reduced,none,59,58,66
685,male,group B,master's degree,standard,completed,98,98,92
686,female,group C,master's degree,standard,none,74,78,80
687,female,group B,some college,standard,none,55,69,63
688,male,group E,high school,free/reduced,none,61,50,43
689,female,group C,some college,standard,none,76,60,68
690,female,group C,some college,free/reduced,none,49,64,61
691,male,group D,some college,standard,none,81,71,71
692,male,group D,some high school,standard,none,65,52,52
693,male,group C,bachelor's degree,standard,none,80,72,72
694,female,group C,some college,standard,completed,62,76,80
695,female,group E,associate's degree,standard,none,90,92,85
696,female,group C,some high school,standard,none,66,83,79
697,male,group D,some high school,free/reduced,completed,43,52,44
698,female,group C,bachelor's degree,free/reduced,none,55,66,67
699,male,group B,associate's degree,free/reduced,none,61,76,74
700,male,group C,some college,standard,none,85,79,76
701,female,group C,some college,standard,completed,79,84,86
702,male,group B,some college,standard,none,63,61,56
703,male,group C,associate's degree,free/reduced,none,61,55,53
704,male,group C,some college,standard,completed,89,87,78
705,female,group C,high school,free/reduced,none,47,54,51
706,male,group B,high school,free/reduced,none,44,62,55
707,male,group D,some college,standard,none,49,39,45
708,female,group B,bachelor's degree,standard,none,57,71,69
709,female,group C,some high school,free/reduced,completed,34,60,57
710,male,group B,some high school,standard,completed,55,57,55
711,male,group C,bachelor's degree,standard,none,45,44,34
712,female,group D,high school,standard,completed,66,70,76
713,female,group C,some high school,standard,none,75,90,87
714,male,group D,some high school,free/reduced,none,58,56,57
715,male,group B,some college,standard,none,55,41,42
716,female,group E,bachelor's degree,standard,completed,91,94,100
717,female,group E,high school,standard,completed,95,96,100
718,female,group D,some college,standard,none,75,83,86
719,female,group D,bachelor's degree,standard,none,83,83,94
720,male,group D,high school,standard,none,85,78,71
721,female,group A,bachelor's degree,standard,completed,55,58,63
722,male,group E,some high school,standard,none,82,65,61
723,male,group E,associate's degree,free/reduced,none,41,42,43
724,male,group C,associate's degree,standard,completed,69,58,60
725,female,group A,some high school,standard,none,62,70,71
726,male,group D,some high school,free/reduced,none,52,65,60
727,female,group A,some college,standard,completed,61,72,71
728,female,group D,some high school,standard,none,71,80,76
729,male,group D,some high school,standard,completed,60,60,66
730,female,group D,some college,standard,completed,76,91,95
731,female,group E,some college,standard,none,60,68,62
732,female,group C,some high school,standard,none,49,57,62
733,male,group B,high school,standard,none,67,68,66
734,male,group C,some college,standard,none,65,61,59
735,female,group C,some high school,standard,none,65,81,81
736,male,group C,bachelor's degree,standard,none,53,59,51
737,male,group A,some high school,free/reduced,completed,72,72,69
738,female,group D,some college,standard,none,46,49,52
739,male,group E,high school,free/reduced,completed,69,64,69
740,male,group E,some high school,standard,none,58,41,41
741,male,group D,associate's degree,free/reduced,none,66,68,67
742,female,group D,associate's degree,standard,completed,77,86,91
743,female,group E,some high school,standard,none,67,59,62
744,female,group D,some high school,standard,completed,87,100,100
745,male,group B,bachelor's degree,free/reduced,completed,59,71,67
746,female,group C,associate's degree,standard,completed,92,100,100
747,male,group C,high school,free/reduced,none,49,49,48
748,male,group D,some college,free/reduced,none,59,73,64
749,female,group A,some college,standard,none,40,52,42
750,female,group C,some college,free/reduced,completed,61,75,71
751,male,group E,some high school,standard,completed,78,68,71
752,male,group D,some high school,standard,completed,51,48,51
753,female,group D,some college,free/reduced,none,60,67,69
754,female,group D,high school,free/reduced,none,32,49,48
755,male,group A,some college,standard,none,67,60,55
756,male,group C,associate's degree,standard,completed,96,85,85
757,male,group B,associate's degree,free/reduced,completed,88,82,83
758,male,group B,high school,standard,completed,71,81,73
759,male,group D,bachelor's degree,free/reduced,none,71,72,69
760,female,group B,some high school,standard,none,61,53,55
761,male,group D,some high school,free/reduced,none,75,70,66
762,male,group C,associate's degree,free/reduced,none,48,45,43
763,female,group C,high school,standard,none,66,67,66
764,male,group D,bachelor's degree,standard,completed,89,83,88
765,male,group C,master's degree,standard,none,69,66,68
766,male,group C,some college,free/reduced,none,56,44,43
767,female,group C,some college,free/reduced,completed,60,62,67
768,male,group A,master's degree,free/reduced,completed,68,75,76
769,male,group C,associate's degree,free/reduced,none,81,75,73
770,female,group A,some college,free/reduced,none,58,72,66
771,male,group C,some high school,free/reduced,none,57,63,55
772,female,group C,some high school,standard,none,47,47,51
773,female,group C,associate's degree,standard,none,95,93,88
774,female,group B,some college,free/reduced,none,38,55,47
775,male,group B,master's degree,free/reduced,none,61,62,55
776,male,group D,some high school,standard,none,51,44,47
777,male,group C,master's degree,standard,none,75,66,63
778,female,group A,associate's degree,free/reduced,none,62,80,74
779,male,group B,master's degree,free/reduced,none,61,62,62
780,male,group D,associate's degree,standard,none,78,66,59
781,male,group E,high school,standard,none,83,80,74
782,female,group E,bachelor's degree,standard,completed,100,99,100
783,female,group C,associate's degree,standard,none,44,47,48
784,female,group D,associate's degree,free/reduced,completed,42,60,54
785,female,group D,some college,standard,none,60,52,64
786,female,group B,high school,standard,none,66,75,69
787,male,group A,high school,standard,none,44,43,35
788,female,group E,associate's degree,standard,none,88,83,90
789,male,group B,bachelor's degree,standard,completed,73,69,65
790,female,group C,some high school,free/reduced,none,31,42,41
791,male,group B,some high school,standard,none,73,74,63
792,female,group C,some high school,standard,none,48,58,53
793,male,group D,high school,standard,none,78,69,65
794,male,group E,some high school,standard,none,83,76,75
795,female,group E,high school,standard,completed,77,75,81
796,male,group C,high school,free/reduced,completed,61,57,62
797,female,group B,high school,standard,completed,58,58,66
798,male,group C,some college,standard,none,64,59,54
799,female,group D,some high school,free/reduced,none,74,78,73
800,female,group B,associate's degree,free/reduced,none,47,62,59
801,male,group C,some high school,free/reduced,none,66,65,70
802,female,group D,bachelor's degree,standard,none,49,57,50
803,female,group D,high school,standard,completed,79,89,92
804,female,group E,high school,free/reduced,none,68,72,73
805,female,group C,bachelor's degree,free/reduced,none,47,67,64
806,male,group D,associate's degree,free/reduced,completed,72,74,80
807,female,group C,master's degree,free/reduced,none,80,85,88
808,female,group D,some high school,standard,none,63,65,66
809,female,group E,some college,free/reduced,none,54,58,59
810,male,group D,some college,standard,none,84,77,80
811,female,group E,high school,free/reduced,none,28,36,32
812,male,group C,associate's degree,standard,none,73,59,55
813,male,group D,some high school,free/reduced,none,61,53,45
814,female,group C,high school,standard,none,81,94,89
815,male,group E,associate's degree,standard,none,83,71,66
816,male,group D,high school,free/reduced,completed,63,71,73
817,female,group B,bachelor's degree,free/reduced,none,66,77,81
818,female,group B,some college,standard,none,59,64,60
819,female,group B,high school,free/reduced,completed,49,64,66
820,male,group C,some high school,standard,none,74,66,68
821,female,group C,some college,free/reduced,none,52,60,64
822,female,group C,high school,free/reduced,none,31,54,53
823,female,group E,bachelor's degree,free/reduced,completed,60,67,72
824,male,group C,some college,standard,completed,83,79,75
825,female,group D,high school,standard,none,50,53,60
826,male,group D,some college,standard,none,55,44,45
827,male,group E,master's degree,standard,none,74,60,62
828,male,group D,associate's degree,free/reduced,none,62,77,67
829,female,group B,some high school,standard,completed,37,49,46
830,male,group B,high school,standard,completed,84,86,84
831,male,group E,high school,standard,none,66,68,58
832,male,group B,bachelor's degree,standard,none,75,57,62
833,male,group B,associate's degree,standard,completed,65,55,59
834,male,group B,some college,standard,none,82,84,77
835,female,group B,some college,free/reduced,completed,52,60,64
836,male,group C,some high school,standard,none,72,70,59
837,male,group C,associate's degree,free/reduced,completed,86,90,91
838,female,group B,associate's degree,standard,none,72,82,79
839,male,group D,associate's degree,free/reduced,none,45,41,43
840,male,group D,high school,standard,none,71,69,64
841,male,group B,high school,standard,none,64,72,63
842,female,group D,some high school,standard,none,63,64,64
843,male,group D,some college,standard,none,71,68,63
844,female,group C,high school,standard,none,66,73,72
845,female,group B,some college,standard,none,34,42,39
846,female,group E,bachelor's degree,free/reduced,none,69,77,70
847,female,group D,some college,standard,none,91,90,98
848,female,group D,high school,standard,none,63,62,68
849,male,group E,master's degree,free/reduced,none,79,68,71
850,male,group C,associate's degree,standard,none,56,54,57
851,male,group D,high school,standard,none,66,53,50
852,male,group B,associate's degree,standard,none,90,79,79
853,female,group C,bachelor's degree,standard,completed,86,97,100
854,male,group E,bachelor's degree,standard,none,68,61,54
855,female,group B,some high school,standard,completed,50,58,55
856,male,group C,high school,standard,none,62,65,62
857,female,group B,high school,standard,none,55,63,65
858,male,group D,some high school,standard,none,67,59,54
859,female,group B,master's degree,free/reduced,none,46,61,58
860,male,group C,bachelor's degree,standard,none,86,81,77
861,male,group A,some high school,free/reduced,completed,70,72,71
862,female,group E,master's degree,free/reduced,completed,90,100,100
863,female,group C,master's degree,standard,none,69,82,83
864,male,group C,some college,standard,none,80,74,71
865,female,group A,high school,standard,none,54,49,45
866,male,group B,some high school,standard,none,73,67,62
867,female,group E,high school,free/reduced,none,63,78,69
868,male,group B,some college,standard,none,79,67,63
869,male,group D,associate's degree,standard,none,70,61,63
870,male,group B,some college,standard,none,78,68,64
871,female,group D,some high school,standard,none,70,79,70
872,female,group D,associate's degree,standard,completed,95,100,100
873,male,group E,some college,standard,none,91,81,70
874,male,group C,some high school,standard,none,68,71,59
875,female,group D,master's degree,free/reduced,none,56,64,70
876,female,group B,some college,standard,none,80,81,83
877,female,group C,associate's degree,standard,completed,89,100,100
878,male,group A,high school,standard,completed,72,78,76
879,female,group D,high school,standard,completed,63,81,76
880,female,group A,associate's degree,standard,completed,70,83,72
881,female,group D,some high school,free/reduced,none,55,63,62
882,female,group D,bachelor's degree,standard,none,79,89,86
883,female,group B,some high school,standard,none,40,55,49
884,female,group C,some high school,free/reduced,none,75,75,75
885,male,group D,some college,standard,none,89,79,82
886,female,group C,high school,standard,none,54,67,72
887,male,group C,some high school,free/reduced,completed,78,80,76
888,female,group B,associate's degree,standard,completed,88,100,100
889,male,group E,associate's degree,standard,none,96,91,87
890,male,group C,master's degree,free/reduced,none,57,51,50
891,male,group B,high school,free/reduced,none,60,57,59
892,female,group C,some college,standard,none,47,60,53
893,male,group D,bachelor's degree,standard,completed,100,100,100
894,male,group B,some college,standard,none,63,68,57
895,female,group C,high school,standard,none,82,97,97
896,male,group D,bachelor's degree,free/reduced,none,42,46,41
897,female,group D,bachelor's degree,standard,none,81,92,84
898,female,group D,some college,standard,completed,62,70,71
899,female,group B,bachelor's degree,free/reduced,none,51,74,68
900,male,group C,associate's degree,free/reduced,none,67,69,66
901,male,group E,some college,standard,completed,95,84,78
902,female,group D,associate's degree,free/reduced,completed,43,74,73
903,male,group D,high school,standard,completed,57,53,52
904,male,group C,some college,standard,none,67,58,60
905,female,group E,bachelor's degree,standard,none,88,100,98
906,female,group E,bachelor's degree,free/reduced,completed,74,84,83
907,male,group C,master's degree,standard,none,81,79,77
908,male,group B,bachelor's degree,standard,completed,79,76,69
909,male,group B,master's degree,standard,completed,91,98,91
910,male,group B,some college,standard,none,66,60,59
911,female,group C,some high school,standard,none,52,60,56
912,female,group A,some college,free/reduced,none,54,65,57
913,female,group D,high school,standard,none,80,85,79
914,male,group B,some college,free/reduced,none,48,53,53
915,female,group C,bachelor's degree,free/reduced,none,41,55,51
916,male,group B,high school,standard,none,57,51,46
917,female,group B,high school,standard,none,61,67,70
918,female,group D,associate's degree,standard,completed,72,71,79
919,male,group E,bachelor's degree,standard,completed,100,92,99
920,female,group D,bachelor's degree,free/reduced,completed,66,72,76
921,male,group E,some high school,free/reduced,completed,75,74,78
922,female,group B,associate's degree,standard,completed,77,93,91
923,male,group B,some college,standard,none,85,73,70
924,male,group B,high school,standard,none,49,42,39
925,female,group E,master's degree,standard,none,82,92,84
926,male,group D,some high school,free/reduced,none,55,51,48
927,male,group C,associate's degree,standard,none,60,50,46
928,male,group C,master's degree,standard,completed,100,100,100
929,male,group B,master's degree,standard,completed,71,68,78
930,male,group D,associate's degree,standard,none,86,79,75
931,female,group C,associate's degree,standard,completed,65,74,74
932,female,group B,master's degree,free/reduced,none,65,74,70
933,male,group E,associate's degree,standard,none,73,63,59
934,female,group B,bachelor's degree,standard,completed,67,81,82
935,male,group B,some high school,standard,none,61,46,46
936,female,group C,master's degree,standard,none,69,75,79
937,female,group A,associate's degree,free/reduced,none,60,65,68
938,male,group A,associate's degree,standard,completed,89,97,90
939,female,group C,some college,standard,none,52,62,60
940,female,group B,master's degree,standard,none,53,56,61
941,male,group B,bachelor's degree,free/reduced,none,58,50,47
942,male,group D,high school,standard,completed,74,69,66
943,female,group B,some college,free/reduced,none,56,65,68
944,female,group C,some college,free/reduced,none,48,64,60
945,male,group A,some high school,free/reduced,none,46,53,48
946,male,group E,associate's degree,free/reduced,none,61,65,57
947,male,group C,master's degree,free/reduced,none,46,40,38
948,female,group E,high school,standard,none,90,90,82
949,female,group B,some high school,standard,none,58,70,73
950,female,group C,high school,standard,none,41,44,45
951,male,group B,some college,standard,none,54,57,52
952,male,group B,associate's degree,standard,none,70,69,64
953,female,group C,associate's degree,standard,completed,78,93,95
954,male,group D,some college,standard,none,58,56,57
955,male,group B,some high school,standard,none,73,68,66
956,male,group C,master's degree,standard,completed,88,98,93
957,male,group B,associate's degree,standard,none,60,52,48
958,female,group D,some college,free/reduced,none,28,38,44
959,female,group D,high school,standard,none,69,66,66
960,female,group B,bachelor's degree,free/reduced,none,39,43,50
961,female,group B,bachelor's degree,free/reduced,completed,44,57,58
962,male,group C,some college,free/reduced,none,66,56,55
963,male,group D,associate's degree,standard,none,85,89,78
964,male,group D,master's degree,standard,none,75,64,72
965,male,group B,associate's degree,free/reduced,none,62,55,52
966,male,group E,some college,standard,none,54,50,50
967,female,group D,bachelor's degree,free/reduced,completed,21,28,39
968,female,group C,high school,free/reduced,completed,66,78,76
969,male,group C,high school,free/reduced,none,46,52,46
970,male,group A,high school,free/reduced,none,49,46,44
971,male,group D,some college,free/reduced,none,41,41,41
972,female,group D,high school,free/reduced,completed,66,68,73
973,male,group C,high school,free/reduced,completed,54,64,60
974,female,group E,some high school,standard,none,90,86,82
975,female,group B,some college,free/reduced,completed,72,90,88
976,male,group C,some college,free/reduced,none,40,40,44
977,male,group E,some college,standard,none,92,83,76
978,male,group A,associate's degree,standard,none,61,57,51
979,male,group A,some college,standard,none,51,54,50
980,female,group B,some college,standard,none,59,74,72
981,female,group C,high school,standard,none,53,65,60
982,female,group C,some high school,standard,completed,68,76,75
983,female,group C,some high school,free/reduced,none,52,56,59
984,female,group D,associate's degree,standard,none,63,63,75
985,male,group B,some high school,free/reduced,none,42,34,35
986,female,group B,some high school,free/reduced,completed,40,47,46
987,male,group D,high school,standard,none,71,78,74
988,male,group D,associate's degree,standard,none,78,73,73
989,male,group D,some college,standard,completed,81,75,75
990,female,group D,some college,free/reduced,none,59,70,68
991,male,group B,high school,standard,none,68,57,60
992,female,group A,bachelor's degree,standard,none,63,60,60
993,female,group B,associate's degree,free/reduced,none,40,49,54
994,female,group C,high school,free/reduced,none,57,78,73
995,male,group B,some college,free/reduced,completed,57,59,62
996,male,group C,high school,standard,none,69,62,58
997,male,group B,some college,standard,none,61,51,53
998,female,group D,master's degree,standard,completed,71,75,81
999,female,group C,associate's degree,free/reduced,none,71,70,66
0,male,group E,bachelor's degree,free/reduced,completed,68,58,64
1,female,group E,some college,standard,none,65,72,66
2,male,group D,bachelor's degree,standard,completed,96,84,88
3,female,group D,bachelor's degree,standard,none,52,63,70
4,male,group D,some high school,free/reduced,completed,57,54,60
5,female,group D,some high school,standard,none,50,61,53
6,female,group C,high school,standard,none,73,82,78
7,male,group D,some college,standard,none,93,88,86
8,female,group C,associate's degree,free/reduced,none,64,60,67
9,male,group C,high school,standard,completed,42,36,36
10,female,group C,associate's degree,standard,none,58,64,62
11,female,group C,high school,standard,completed,45,51,52
12,female,group C,master's degree,free/reduced,none,65,75,81
13,female,group E,some high school,standard,none,45,41,43
14,male,group C,some high school,standard,none,52,48,52
15,female,group B,associate's degree,free/reduced,none,36,51,47
16,male,group E,bachelor's degree,free/reduced,none,69,69,64
17,male,group C,associate's degree,standard,none,59,57,55
18,female,group B,some high school,standard,none,47,62,56
19,female,group D,associate's degree,standard,completed,95,99,100
20,male,group E,bachelor's degree,free/reduced,none,98,84,89
21,male,group A,some high school,standard,none,72,70,66
22,female,group C,some high school,free/reduced,none,50,61,58
23,female,group D,some college,standard,none,76,77,80
24,female,group B,high school,standard,completed,94,92,97
25,female,group A,high school,free/reduced,completed,62,80,75
26,male,group C,associate's degree,free/reduced,none,50,54,42
27,female,group D,high school,free/reduced,completed,59,68,68
28,male,group C,some college,free/reduced,completed,56,61,55
29,female,group E,high school,standard,none,55,69,64
30,female,group D,master's degree,free/reduced,none,59,64,66
31,female,group E,some college,standard,none,65,66,63
32,male,group E,bachelor's degree,free/reduced,completed,99,97,91
33,female,group D,high school,free/reduced,completed,63,69,73
34,male,group A,associate's degree,standard,completed,77,78,80
35,female,group D,some high school,standard,none,76,74,76
36,female,group D,high school,standard,none,62,73,72
37,female,group A,some high school,standard,none,81,75,77
38,male,group B,bachelor's degree,free/reduced,completed,72,64,67
39,male,group C,some college,free/reduced,completed,80,82,73
40,male,group C,high school,free/reduced,none,50,45,47
41,male,group C,high school,free/reduced,none,63,50,45
42,male,group B,bachelor's degree,free/reduced,completed,96,86,86
43,male,group E,some college,standard,none,84,72,69
44,female,group D,some college,standard,none,72,96,90
45,female,group D,some college,standard,none,72,72,73
46,female,group C,bachelor's degree,free/reduced,none,39,57,48
47,female,group C,some college,free/reduced,completed,66,72,79
48,female,group B,associate's degree,standard,none,85,86,82
49,female,group D,some high school,free/reduced,completed,66,81,85
50,female,group C,some college,free/reduced,none,38,52,41
51,male,group C,high school,free/reduced,none,59,55,50
52,male,group E,some high school,free/reduced,none,73,69,59
53,female,group D,bachelor's degree,standard,completed,79,83,94
54,female,group A,some high school,standard,none,59,69,64
55,male,group D,bachelor's degree,free/reduced,none,57,54,53
56,female,group D,high school,standard,none,73,81,84
57,female,group A,some high school,standard,completed,85,87,91
58,female,group D,master's degree,standard,completed,85,100,100
59,female,group D,bachelor's degree,standard,completed,68,79,85
60,female,group C,bachelor's degree,standard,completed,51,71,74
61,male,group E,some high school,free/reduced,none,82,69,67
62,female,group C,master's degree,free/reduced,none,62,69,63
63,male,group B,high school,standard,none,84,83,79
64,female,group C,bachelor's degree,standard,completed,77,87,89
65,male,group B,high school,standard,none,52,52,45
66,male,group C,high school,free/reduced,none,60,63,53
67,male,group D,associate's degree,standard,none,80,77,78
68,female,group C,some college,standard,none,47,70,61
69,male,group E,some college,standard,none,71,66,64
70,male,group B,some college,standard,none,78,69,63
71,female,group D,some high school,standard,none,56,60,56
72,male,group D,some high school,free/reduced,completed,63,61,62
73,female,group C,bachelor's degree,standard,none,61,72,71
74,female,group D,some college,free/reduced,none,48,58,55
75,female,group B,associate's degree,standard,none,59,70,65
76,female,group A,some high school,standard,none,73,86,83
77,female,group D,bachelor's degree,standard,none,56,62,64
78,male,group A,some college,free/reduced,none,62,68,62
79,male,group D,master's degree,standard,none,87,76,77
80,male,group A,some high school,free/reduced,none,46,52,39
81,male,group E,some high school,free/reduced,none,78,69,62
82,female,group D,some college,standard,completed,76,78,79
83,female,group D,associate's degree,free/reduced,completed,68,83,84
84,female,group D,some high school,standard,none,52,63,57
85,female,group E,some college,standard,completed,78,75,78
86,male,group C,bachelor's degree,free/reduced,completed,62,66,64
87,female,group C,high school,standard,completed,57,74,72
88,female,group B,some high school,free/reduced,none,45,48,54
89,male,group D,some college,standard,none,60,56,60
90,male,group C,high school,standard,none,49,47,47
91,male,group A,some college,standard,completed,83,74,72
92,male,group B,bachelor's degree,standard,none,84,76,77
93,female,group B,some high school,standard,completed,68,81,75
94,female,group D,bachelor's degree,standard,completed,79,91,91
95,male,group A,some high school,free/reduced,completed,46,45,42
96,male,group B,some high school,free/reduced,none,67,60,57
97,male,group D,high school,standard,completed,70,66,69
98,female,group A,high school,free/reduced,completed,67,78,76
99,female,group D,bachelor's degree,standard,none,73,78,81
100,male,group D,high school,standard,none,65,59,61
101,female,group A,some college,standard,completed,73,87,92
102,female,group C,associate's degree,free/reduced,completed,44,55,63
103,male,group B,associate's degree,free/reduced,none,59,68,60
104,female,group D,some college,standard,completed,81,93,95
105,male,group B,some high school,standard,none,55,49,47
106,male,group B,bachelor's degree,standard,completed,95,87,86
107,male,group B,master's degree,standard,completed,79,75,77
108,male,group D,some college,standard,none,57,51,47
109,female,group E,bachelor's degree,standard,completed,82,84,89
110,female,group E,bachelor's degree,standard,completed,90,100,100
111,male,group B,some high school,standard,completed,77,81,76
112,female,group D,high school,standard,none,65,56,65
113,female,group D,some college,standard,none,55,58,63
114,female,group E,associate's degree,free/reduced,none,62,73,72
115,female,group D,associate's degree,standard,none,70,75,75
116,female,group D,some high school,standard,none,71,81,81
117,female,group D,some college,standard,completed,83,97,100
118,male,group B,high school,standard,none,53,51,47
119,female,group C,bachelor's degree,standard,none,74,84,82
120,female,group B,some college,standard,completed,74,76,84
121,male,group B,master's degree,free/reduced,none,82,78,75
122,female,group D,some high school,standard,completed,51,55,55
123,male,group B,some high school,standard,completed,72,77,78
124,female,group D,associate's degree,standard,completed,65,74,81
125,female,group B,some college,standard,none,68,73,72
126,female,group C,some high school,free/reduced,none,24,39,33
127,female,group E,some college,free/reduced,none,80,86,79
128,female,group D,high school,free/reduced,completed,26,49,46
129,female,group E,some college,standard,completed,91,86,85
130,male,group B,some high school,free/reduced,completed,43,48,43
131,female,group C,bachelor's degree,standard,completed,94,99,100
132,female,group C,associate's degree,standard,none,50,61,54
133,female,group C,some high school,standard,none,41,49,47
134,male,group D,master's degree,standard,none,90,83,83
135,female,group C,master's degree,standard,none,84,100,92
136,female,group E,some college,standard,none,84,82,80
137,female,group D,high school,standard,none,54,70,66
138,female,group B,some high school,free/reduced,none,51,58,50
139,female,group D,some high school,standard,completed,61,61,65
